NoForm;ponder;Ciudad;city;NSE;p5;p6;p7_NEd;p9;p10_vivio_a;p10_reaccion_a;p10_vivio_b;p10_reaccion_b;p10_vivio_c;p10_reaccion_c;p11_1_v_a;p11_1_r_a;p11_1_v_b;p11_1_r_b;p11_1_v_c;p11_1_r_c;p11_1_v_d;p11_1_r_d;p11_1_v_e;p11_1_r_e;p11_1_v_f;p11_1_r_f;p12_a;p12_b;p12_c;p12_d;p12_e;p13_a;p13_b;p13_c;p13_d;p13_e;p14_a_a;p14_b_a;p14_a_b;p14_b_b;p14_a_c;p14_b_c;p14_a_d;p14_b_d;p14_a_e;p14_b_e;p14_a_f;p14_b_f;p14_a_g;p14_b_g;p15_a;p15_b;p16;p17_a;p17_b;p17_c;p17_d;p17_e;p17_f;p17_g;p18;P19;P20_a;P20_b;P20_c;P20_d;P20_e;P20_f;P20_g;P20_h;P20_i;P20_j;P20_k;p21;p22_a;p22_b;p22_c;p23_a;p23_b;p23_c;p23_d;p23_e;p23_f;p23_g;p23_h;p23_i;p23_j;p24_a;p24_b;p24_c;p24_d;p24_e;p24_f;p24_g;p24_h;p24_i;p24_j;p25;p26;p27;p28;p29;p30;p31;p32;p33_a;p33_b;p33_c;p33_d;p33_e;p33_f;p33_g;p33_h;p33_i;p33_j;p33_k;p33_l;p33_m;p33_n;p33_o;p33_p;p33_t;p34_a;p34_b;p34_c;p34_d;p34_e;p35;p36_a;p36_b;p36_c;p36_d;p36_e;p37;p38_a;p38_b;p38_c;p38_d;p38_e;p38_f;p38_g;p38_h;p38_i;p38_j;p38_k;p38_l;p38_m;p38_n;p38_o;p38_p;p38_q;p38_r;p38_s;p39_a;p39_b;p39_c;p39_d;p40;p41_a;p41_b;p41_c;p41_d;p41_e;p41_f;p41_g;p42;p43;p44;p45_a;p45_b;p45_c;p45_d;p45_e;p45_f;p45_g;p45_h;p45_i;p45_j;p45_k;p45_l;p46_a;p46_b;p47;p48;p49;p50;p51_a;p51_b;p51_c;p51_d;p51_e;p51_f;p51_g;p51_h;p51_i;p51_j;p52;p53_a;p53_b;p53_c;p53_d;p53_e;p53_f;p53_g;p53_h;p53_i;p53_j;p53_k;p54
590;1985,993333;Mexico DF 2008;Mexico DF;Medio;Masculino;Modalité n° 35;5 Posgrado;Automóvil particular;p10va_VE_si=1;p10ra_VE=3_nhn;p10vb_AR_si=1;p10rb_AR=3_nhn;p10vc_ME_no=2;p10rc_ME=7_nvs;p11va_VE_si=1;p11ra_VE=3_nhn;p11vb_HI_no=2;p11rb_HI=7_nvs;p11vc_PR_si=1;p11rc_PR=3_nhn;p11vd_NPC_no=2;p11rd_NPC=7_nvs;p11ve_NPD_no=2;p11re_NPD=7_nvs;p11vf_BD_no=2;p11rf_BD=7_nvs;p12a_STF=6_llamaaten;p12b_ABC=6_llamaaten;p12c_TRT=6_llamaaten;p12d_MCP=6_llamaaten;p12e_CND=6_llamaaten;p13a_STF=3_acepta;p13b_ABC=3_acepta;p13c_TRT=3_acepta;p13d_MCP=3_acepta;p13e_CND=3_acepta;p14a_at_PV=1_n;p14a_cd_PV=1_n;p14b_at_AB=1_n;p14b_cd_AB=1_n;p14c_at_DM=1_n;p14c_cd_DM=1_n;p14d_at_VE=1_n;p14d_cd_VE=1_n;p14e_at_AE=1_n;p14e_cd_AE=1_n;p14f_at_VM=1_n;p14f_cd_VM=1_n;p14g_at_NUC=1_n;p14g_cd_NUC=1_n;p15a_POD=2_nhn_autor;p15b_FPD=2_nhn_autor;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p20a_RDL_AO=2_no;p20b_RDL_AF=2_no;p20c_RDL_RI=2_no;p20d_RDL_PE=2_no;p20e_RDL_CR=2_no;p20f_RDL_OH=2_no;p20g_RDL_NC=2_no;p20h_RDL_IB=2_no;p20i_RDL_LA=2_no;p20j_RDL_PF=2_no;p20k_RDL_DPB=2_no;p21_HACACU=4_s;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p23a_ACEOP=4_n;p23b_ACIUD=4_n;p23c_ACCYNHN=4_n;p23d_ACIRP=3_cs;p23e_ACSCU=3_cs;p23f_ACTSL=3_cs;p23g_ACENPC=3_cs;p23h_ACLLNA=2_cn;p23i_ACSPV=3_cs;p23j_ACTSCO=3_cs;p24a_ACCNHN=3_cn;p24b_ACACD=2_cs;p24c_ACIID=3_cs;p24d_ACPEX=3_cs;p24e_ACICRP=2_cn;p24f_ACRL=3_cs;p24g_ACEI=2_cs;p24h_ACSOC=2_cs;p24i_ACBAO=2_cs;p24j_ACLLNA=3_cs;p25_GENACU=1_n;p26_ARMA=4_desac;p27_CS=2_inseg;p28_IN=3_drogasyalc; ;p30_AP=1_menosseg;p31_GESP=1_nhn;p32_GHIJ=1_nhn;p33a=1_noalcohol;p33b=1_nodrogad;p33c=2_aceptahomos;p33d=2_aceptaprosti;p33e=2_aceptasida;p33f=2_aceptarelig;p33g=2_aceptanacion;p33h=1_nonartra;p33i=2_aceptapolic;p33j=2_aceptaregion;p33k=2_aceptacorrupto;p33l=2_aceptacolor;p33m=1_nopoliti;p33n=2_aceptaparas;p33o=1_noguerri;p33p=2_aceptadespla;p33t=2_aceptaindig;p34a_PIEVSAN=2_acu;p34b_PITHAB=2_acu;p34c_PIDCIU=2_acu;p34d_PINPN=3_indif;p34e_PIMIN=3_indif;p35_PSF=5_noacfact;p36a=1_NOacuvecinos;p36b=1_NOacuparien;p36c=1_NOacuctrab;p36d=1_NOacudesco;p36e=1_NOacuEsta;p37=1_NOconfgente;p38a=2_Iglespoc;p38b=2_Ejercpoc;p38c=2_Maestpoc;p38d=2_Policpoc;p38e=1_Alcalnin;p38f=1_Gobernin;p38g=1_GNalnin;p38h=2_Prenpoc;p38i=1_Sacernin;p38j=1_Pastonin;p38k=2_Congrpoc;p38l=1_Fpubnin;p38m=2_Juepoc;p38n=2_OrJupoc;p38o=2_Politpoc;p38p=2_Radiopoc;p38q=2_Sindipoc;p38r=2_OrRegpoc;p38s=2_TVpoc;p39a=2_SIconfvecino;p39b=2_SIconfamigo;p39c=1_NOconfparien;p39d=1_NOconfcomptr;p40_OC=2_pocoorgu;p41a=1_NOactivcolec;p41b=1_NOevencult;p41c=1_NOactsegur;p41d=1_NOobrcom;p41e=1_NOpartpol;p41f=1_NOespgest;p41f=1_NOorgvol;p42_IMPAP=7;p43_IPC=6_placerley;p44_ICD=6_placerley;p45a_RUV_CDEUDA=2_no;p45b_RUV_OBJE=2_no;p45c_RUV_FAMI=2_no;p45d_RUV_LRINJ=2_no;p45e_RUV_ECONO=2_no;p45f_RUV_CRELIG=2_no;p45g_RUV_HONOR=2_no;p45h_RUV_NOCAS=2_no;p45i_RUV_RECON=2_no;p45j_RUV_DEFPRO=2_no;p45k_RUV_AGRE=2_no; ;p46a=3_golpizaindif;p46b=3_matarloindif;p47=2_igualgravevecE;p48=1_SImasmitFPcorr;p49=1_SImasmitCDcorr;p50=1_SIvictpersonal;p51a=1_SIatraco;p51b=2_NOrobores;p51c=2_NOroboesta;p51d=2_NOrobovehi;p51e=2_NOagresion;p51f=2_NOsecues;p51g=2_NOconsumo;p51h=2_NOdelsexual;p51i=2_NOestafa;p51j=2_NOotrodel;p52=2_NOvictfamiliar;p53a=2_NOatraco;p53b=2_NOrobores;p53c=2_NOhomicid;p53d=2_NOroboesta;p53e=2_NOrobovehi;p53f=2_NOagresion;p53g=2_NOsecues;p53h=2_NOconsumo;p53i=2_NOdelsexual;p53j=2_NOestafa;p53k=2_NOotrodel;p54_SATVIDA=7
144;2201,760983;Mexico DF 2008;Mexico DF;Alto;Femenino;Modalité n° 40;5 Posgrado;Automóvil particular;p10va_VE_si=1;p10ra_VE=3_nhn;p10vb_AR_no=2;p10rb_AR=7_nvs;p10vc_ME_no=2;p10rc_ME=7_nvs;p11va_VE_no=2;p11ra_VE=7_nvs;p11vb_HI_no=2;p11rb_HI=7_nvs;p11vc_PR_no=2;p11rc_PR=7_nvs;p11vd_NPC_no=2;p11rd_NPC=7_nvs;p11ve_NPD_no=2;p11re_NPD=7_nvs;p11vf_BD_no=2;p11rf_BD=7_nvs;p12a_STF=6_llamaaten;p12b_ABC=6_llamaaten;p12c_TRT=6_llamaaten;p12d_MCP=6_llamaaten;p12e_CND=6_llamaaten;p13a_STF=3_acepta;p13b_ABC=3_acepta;p13c_TRT=3_acepta;p13d_MCP=3_acepta;p13e_CND=3_acepta;p14a_at_PV=2_cn;p14a_cd_PV=3_cs;p14b_at_AB=2_cn;p14b_cd_AB=3_cs;p14c_at_DM=2_cn;p14c_cd_DM=2_cn;p14d_at_VE=2_cn;p14d_cd_VE=2_cn;p14e_at_AE=2_cn;p14e_cd_AE=2_cn;p14f_at_VM=2_cn;p14f_cd_VM=2_cn;p14g_at_NUC=2_cn;p14g_cd_NUC=3_cs;p15a_POD=4_llamaaten;p15b_FPD=5_info_auto;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p20a_RDL_AO=2_no;p20b_RDL_AF=1_si;p20c_RDL_RI=1_si;p20d_RDL_PE=2_no;p20e_RDL_CR=2_no;p20f_RDL_OH=2_no;p20g_RDL_NC=2_no;p20h_RDL_IB=2_no;p20i_RDL_LA=2_no;p20j_RDL_PF=2_no;p20k_RDL_DPB=1_si;p21_HACACU=4_s;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p23a_ACEOP=4_n;p23b_ACIUD=3_cn;p23c_ACCYNHN=3_cn;p23d_ACIRP=3_cs;p23e_ACSCU=3_cs;p23f_ACTSL=2_cn;p23g_ACENPC=4_s;p23h_ACLLNA=4_s;p23i_ACSPV=3_cs;p23j_ACTSCO=2_cn;p24a_ACCNHN=3_cn;p24b_ACACD=2_cs;p24c_ACIID=4_s;p24d_ACPEX=2_cn;p24e_ACICRP=2_cn;p24f_ACRL=2_cn;p24g_ACEI=4_n;p24h_ACSOC=4_n;p24i_ACBAO=4_n;p24j_ACLLNA=3_cs;p25_GENACU=3_cs;p26_ARMA=4_desac;p27_CS=1_muyinseg;p28_IN=5_orgsegnocon; ;p30_AP=2_igual;p31_GESP=2_llaut;p32_GHIJ=2_llaut;p33a=1_noalcohol;p33b=1_nodrogad;p33c=2_aceptahomos;p33d=2_aceptaprosti;p33e=2_aceptasida;p33f=2_aceptarelig;p33g=2_aceptanacion;p33h=1_nonartra;p33i=1_nopolic;p33j=2_aceptaregion;p33k=1_nocorrupto;p33l=2_aceptacolor;p33m=1_nopoliti;p33n=2_aceptaparas;p33o=1_noguerri;p33p=2_aceptadespla;p33t=2_aceptaindig;p34a_PIEVSAN=1_comac;p34b_PITHAB=1_comac;p34c_PIDCIU=1_comac;p34d_PINPN=4_desac;p34e_PIMIN=4_desac;p35_PSF=8_noacprinc;p36a=2_SIacuvecinos;p36b=2_SIacuparien;p36c=2_SIacuctrab;p36d=1_NOacudesco;p36e=1_NOacuEsta;p37=2_SIconfgente;p38a=3_Iglesmuch;p38b=2_Ejercpoc;p38c=3_Maestmuch;p38d=1_Policnin;p38e=1_Alcalnin;p38f=1_Gobernin;p38g=1_GNalnin;p38h=2_Prenpoc;p38i=3_Sacermuch;p38j=1_Pastonin;p38k=1_Congrnin;p38l=1_Fpubnin;p38m=1_Juenin;p38n=1_OrJunin;p38o=1_Politnin;p38p=2_Radiopoc;p38q=1_Sindinin;p38r=1_OrRegnin;p38s=2_TVpoc;p39a=2_SIconfvecino;p39b=2_SIconfamigo;p39c=2_SIconfparien;p39d=2_SIconfcomptr;p40_OC=2_pocoorgu;p41a=1_NOactivcolec;p41b=1_NOevencult;p41c=1_NOactsegur;p41d=1_NOobrcom;p41e=1_NOpartpol;p41f=1_NOespgest;p41f=1_NOorgvol;p42_IMPAP=7;p43_IPC=6_placerley;p44_ICD=3_temorculpa;p45a_RUV_CDEUDA=2_no;p45b_RUV_OBJE=2_no;p45c_RUV_FAMI=2_no;p45d_RUV_LRINJ=2_no;p45e_RUV_ECONO=2_no;p45f_RUV_CRELIG=2_no;p45g_RUV_HONOR=2_no;p45h_RUV_NOCAS=2_no;p45i_RUV_RECON=2_no;p45j_RUV_DEFPRO=2_no;p45k_RUV_AGRE=2_no; ;p46a=4_golpizadesac;p46b=4_matarlodesac;p47=2_igualgravevecE;p48=1_SImasmitFPcorr;p49=1_SImasmitCDcorr;p50=1_SIvictpersonal;p51a=1_SIatraco;p51b=2_NOrobores;p51c=2_NOroboesta;p51d=1_SIrobovehi;p51e=2_NOagresion;p51f=2_NOsecues;p51g=2_NOconsumo;p51h=2_NOdelsexual;p51i=1_SIestafa;p51j=2_NOotrodel;p52=1_SIvictfamiliar;p53a=2_NOatraco;p53b=2_NOrobores;p53c=2_NOhomicid;p53d=2_NOroboesta;p53e=1_SIrobovehi;p53f=2_NOagresion;p53g=2_NOsecues;p53h=2_NOconsumo;p53i=2_NOdelsexual;p53j=2_NOestafa;p53k=2_NOotrodel;p54_SATVIDA=10_muysa
154;1239,242521;Mexico DF 2008;Mexico DF;Alto;Masculino;Modalité n° 41;5 Posgrado;Automóvil particular;p10va_VE_si=1;p10ra_VE=4_llresmal;p10vb_AR_no=2;p10rb_AR=7_nvs;p10vc_ME_no=2;p10rc_ME=7_nvs;p11va_VE_no=2;p11ra_VE=7_nvs;p11vb_HI_no=2;p11rb_HI=7_nvs;p11vc_PR_no=2;p11rc_PR=7_nvs;p11vd_NPC_si=1;p11rd_NPC=3_nhn;p11ve_NPD_no=2;p11re_NPD=7_nvs;p11vf_BD_no=2;p11rf_BD=7_nvs;p12a_STF=6_llamaaten;p12b_ABC=6_llamaaten;p12c_TRT=6_llamaaten;p12d_MCP=2_nhn_indif;p12e_CND=6_llamaaten;p13a_STF=3_acepta;p13b_ABC=3_acepta;p13c_TRT=3_acepta;p13d_MCP=3_acepta;p13e_CND=3_acepta;p14a_at_PV=1_n;p14a_cd_PV=1_n;p14b_at_AB=1_n;p14b_cd_AB=1_n;p14c_at_DM=1_n;p14c_cd_DM=1_n;p14d_at_VE=1_n;p14d_cd_VE=2_cn;p14e_at_AE=1_n;p14e_cd_AE=1_n;p14f_at_VM=1_n;p14f_cd_VM=1_n;p14g_at_NUC=1_n;p14g_cd_NUC=1_n;p15a_POD=4_llamaaten;p15b_FPD=4_llamaaten;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p20a_RDL_AO=2_no;p20b_RDL_AF=2_no;p20c_RDL_RI=2_no;p20d_RDL_PE=2_no;p20e_RDL_CR=1_si;p20f_RDL_OH=2_no;p20g_RDL_NC=2_no;p20h_RDL_IB=1_si;p20i_RDL_LA=1_si;p20j_RDL_PF=2_no;p20k_RDL_DPB=2_no;p21_HACACU=4_s;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p23a_ACEOP=2_cs;p23b_ACIUD=4_n;p23c_ACCYNHN=4_n;p23d_ACIRP=4_s;p23e_ACSCU=4_s;p23f_ACTSL=4_s;p23g_ACENPC=4_s;p23h_ACLLNA=4_s;p23i_ACSPV=4_s;p23j_ACTSCO=4_s;p24a_ACCNHN=1_s;p24b_ACACD=2_cs;p24c_ACIID=4_s;p24d_ACPEX=4_s;p24e_ACICRP=4_s;p24f_ACRL=4_s;p24g_ACEI=1_s;p24h_ACSOC=3_cn;p24i_ACBAO=4_n;p24j_ACLLNA=4_s;p25_GENACU=2_cn;p26_ARMA=4_desac;p27_CS=4_seg; ; ;p30_AP=3_masseg;p31_GESP=2_llaut;p32_GHIJ=2_llaut;p33a=1_noalcohol;p33b=1_nodrogad;p33c=1_nohomos;p33d=1_noprosti;p33e=2_aceptasida;p33f=2_aceptarelig;p33g=2_aceptanacion;p33h=1_nonartra;p33i=2_aceptapolic;p33j=2_aceptaregion;p33k=1_nocorrupto;p33l=2_aceptacolor;p33m=2_aceptapoliti;p33n=2_aceptaparas;p33o=1_noguerri;p33p=2_aceptadespla;p33t=2_aceptaindig;p34a_PIEVSAN=3_indif;p34b_PITHAB=3_indif;p34c_PIDCIU=3_indif;p34d_PINPN=3_indif;p34e_PIMIN=3_indif;p35_PSF=8_noacprinc;p36a=2_SIacuvecinos;p36b=2_SIacuparien;p36c=2_SIacuctrab;p36d=1_NOacudesco;p36e=1_NOacuEsta;p37=2_SIconfgente;p38a=2_Iglespoc;p38b=2_Ejercpoc;p38c=1_Maestnin;p38d=1_Policnin;p38e=1_Alcalnin;p38f=1_Gobernin;p38g=1_GNalnin;p38h=2_Prenpoc;p38i=2_Sacerpoc;p38j=1_Pastonin;p38k=1_Congrnin;p38l=1_Fpubnin;p38m=1_Juenin;p38n=1_OrJunin;p38o=1_Politnin;p38p=2_Radiopoc;p38q=1_Sindinin;p38r=1_OrRegnin;p38s=2_TVpoc;p39a=1_NOconfvecino;p39b=2_SIconfamigo;p39c=2_SIconfparien;p39d=1_NOconfcomptr;p40_OC=2_pocoorgu;p41a=1_NOactivcolec;p41b=2_SIevencult;p41c=2_SIactsegur;p41d=1_NOobrcom;p41e=1_NOpartpol;p41f=1_NOespgest;p41f=1_NOorgvol;p42_IMPAP=5;p43_IPC=6_placerley;p44_ICD=6_placerley;p45a_RUV_CDEUDA=2_no;p45b_RUV_OBJE=2_no;p45c_RUV_FAMI=1_si;p45d_RUV_LRINJ=2_no;p45e_RUV_ECONO=2_no;p45f_RUV_CRELIG=2_no;p45g_RUV_HONOR=2_no;p45h_RUV_NOCAS=2_no;p45i_RUV_RECON=2_no;p45j_RUV_DEFPRO=1_si;p45k_RUV_AGRE=1_si; ;p46a=2_golpizaacuerd;p46b=4_matarlodesac;p47=2_igualgravevecE;p48=1_SImasmitFPcorr;p49=2_NOmasmitCDcorr;p50=1_SIvictpersonal;p51a=1_SIatraco;p51b=2_NOrobores;p51c=2_NOroboesta;p51d=2_NOrobovehi;p51e=2_NOagresion;p51f=2_NOsecues;p51g=2_NOconsumo;p51h=2_NOdelsexual;p51i=2_NOestafa;p51j=2_NOotrodel;p52=1_SIvictfamiliar;p53a=2_NOatraco;p53b=2_NOrobores;p53c=2_NOhomicid;p53d=2_NOroboesta;p53e=2_NOrobovehi;p53f=2_NOagresion;p53g=2_NOsecues;p53h=2_NOconsumo;p53i=2_NOdelsexual;p53j=2_NOestafa;p53k=2_NOotrodel;p54_SATVIDA=9
773;2094,580018;Mexico DF 2008;Mexico DF;Medio;Femenino;Modalité n° 44;5 Posgrado;Autobus, colectivo;p10va_VE_si=1;p10ra_VE=2_agverb;p10vb_AR_no=2;p10rb_AR=7_nvs;p10vc_ME_no=2;p10rc_ME=7_nvs;p11va_VE_no=2;p11ra_VE=7_nvs;p11vb_HI_no=2;p11rb_HI=7_nvs;p11vc_PR_no=2;p11rc_PR=7_nvs;p11vd_NPC_no=2;p11rd_NPC=7_nvs;p11ve_NPD_no=2;p11re_NPD=7_nvs;p11vf_BD_no=2;p11rf_BD=7_nvs;p12a_STF=6_llamaaten;p12b_ABC=6_llamaaten;p12c_TRT=6_llamaaten;p12d_MCP=6_llamaaten;p12e_CND=6_llamaaten;p13a_STF=3_acepta;p13b_ABC=3_acepta;p13c_TRT=3_acepta;p13d_MCP=3_acepta;p13e_CND=3_acepta;p14a_at_PV=1_n;p14a_cd_PV=1_n;p14b_at_AB=3_cs;p14b_cd_AB=1_n;p14c_at_DM=2_cn;p14c_cd_DM=2_cn;p14d_at_VE=3_cs;p14d_cd_VE=2_cn;p14e_at_AE=2_cn;p14e_cd_AE=1_n;p14f_at_VM=3_cs;p14f_cd_VM=2_cn;p14g_at_NUC=3_cs;p14g_cd_NUC=2_cn;p15a_POD=2_nhn_autor;p15b_FPD=2_nhn_autor;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p20a_RDL_AO=2_no;p20b_RDL_AF=2_no;p20c_RDL_RI=2_no;p20d_RDL_PE=2_no;p20e_RDL_CR=2_no;p20f_RDL_OH=2_no;p20g_RDL_NC=2_no;p20h_RDL_IB=2_no;p20i_RDL_LA=2_no;p20j_RDL_PF=2_no;p20k_RDL_DPB=2_no;p21_HACACU=3_cs;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p23a_ACEOP=2_cs;p23b_ACIUD=2_cs;p23c_ACCYNHN=3_cn;p23d_ACIRP=3_cs;p23e_ACSCU=4_s;p23f_ACTSL=3_cs;p23g_ACENPC=2_cn;p23h_ACLLNA=3_cs;p23i_ACSPV=2_cn;p23j_ACTSCO=3_cs;p24a_ACCNHN=2_cs;p24b_ACACD=3_cn;p24c_ACIID=1_n;p24d_ACPEX=3_cs;p24e_ACICRP=4_s;p24f_ACRL=3_cs;p24g_ACEI=1_s;p24h_ACSOC=3_cn;p24i_ACBAO=1_s;p24j_ACLLNA=3_cs;p25_GENACU=2_cn;p26_ARMA=4_desac;p27_CS=1_muyinseg; ; ;p30_AP=1_menosseg;p31_GESP=2_llaut;p32_GHIJ=2_llaut;p33a=1_noalcohol;p33b=1_nodrogad;p33c=2_aceptahomos;p33d=2_aceptaprosti;p33e=2_aceptasida;p33f=2_aceptarelig;p33g=2_aceptanacion;p33h=1_nonartra;p33i=2_aceptapolic;p33j=2_aceptaregion;p33k=1_nocorrupto;p33l=1_nocolor;p33m=2_aceptapoliti;p33n=2_aceptaparas;p33o=1_noguerri;p33p=2_aceptadespla;p33t=2_aceptaindig;p34a_PIEVSAN=1_comac;p34b_PITHAB=1_comac;p34c_PIDCIU=2_acu;p34d_PINPN=5_comde;p34e_PIMIN=5_comde;p35_PSF=7_noaccensu;p36a=2_SIacuvecinos;p36b=2_SIacuparien;p36c=1_NOacuctrab;p36d=2_SIacudesco;p36e=1_NOacuEsta;p37=2_SIconfgente;p38a=2_Iglespoc;p38b=2_Ejercpoc;p38c=3_Maestmuch;p38d=2_Policpoc;p38e=1_Alcalnin;p38f=2_Goberpoc;p38g=1_GNalnin;p38h=2_Prenpoc;p38i=1_Sacernin;p38j=2_Pastopoc;p38k=2_Congrpoc;p38l=1_Fpubnin;p38m=1_Juenin;p38n=2_OrJupoc;p38o=2_Politpoc;p38p=1_Radionin;p38q=2_Sindipoc;p38r=1_OrRegnin;p38s=2_TVpoc;p39a=2_SIconfvecino;p39b=1_NOconfamigo;p39c=2_SIconfparien;p39d=2_SIconfcomptr;p40_OC=2_pocoorgu;p41a=1_NOactivcolec;p41b=1_NOevencult;p41c=2_SIactsegur;p41d=1_NOobrcom;p41e=1_NOpartpol;p41f=1_NOespgest;p41f=1_NOorgvol;p42_IMPAP=8;p43_IPC=6_placerley; ;p45a_RUV_CDEUDA=2_no;p45b_RUV_OBJE=2_no;p45c_RUV_FAMI=2_no;p45d_RUV_LRINJ=2_no;p45e_RUV_ECONO=2_no;p45f_RUV_CRELIG=2_no;p45g_RUV_HONOR=2_no;p45h_RUV_NOCAS=2_no;p45i_RUV_RECON=2_no;p45j_RUV_DEFPRO=1_si;p45k_RUV_AGRE=2_no; ;p46a=5_golpizacomdes;p46b=5_matarlocomdes;p47=2_igualgravevecE;p48=1_SImasmitFPcorr;p49=1_SImasmitCDcorr;p50=2_NOvictpersonal;p51a=2_NOatraco;p51b=2_NOrobores;p51c=2_NOroboesta;p51d=2_NOrobovehi;p51e=2_NOagresion;p51f=2_NOsecues;p51g=2_NOconsumo;p51h=2_NOdelsexual;p51i=2_NOestafa;p51j=2_NOotrodel;p52=1_SIvictfamiliar;p53a=2_NOatraco;p53b=2_NOrobores;p53c=2_NOhomicid;p53d=2_NOroboesta;p53e=2_NOrobovehi;p53f=2_NOagresion;p53g=2_NOsecues;p53h=2_NOconsumo;p53i=2_NOdelsexual;p53j=2_NOestafa;p53k=2_NOotrodel;p54_SATVIDA=8
