ESTACION;CODIGO;X;Y;MUNICIPIO;CUENCA;Jahr;ENERO;FEBRERO;MARZO;ABRIL;MAYO;JUNIO;JULIO;AGOSTO;SEPTIEMBRE;OCTUBRE;NOVIEMBRE;DICIEMBRE
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1977;0;35;85;107;82,1;224;430,5;144;339,5;192;401,5;88
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1976;31,5;21;131,8;179,1;229;265,5;357,9;294,4;207,2;287;253,5;124,8
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1975;20,8;59,8;86;68,9;117,4;199;122,1;185,3;73,7;161,7;134,7;119,7
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1974;36,9;87,3;80,3;131,2;154,1;115,3;192,7;120,9;81;121,6;195,2;7,2
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1973;24,9;2,4;24,6;84,2;145,9;180,5;127,5;183,8;165,8;113,7;108,5;106,6
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1972;126,9;57,9;79;125,9;189,1;170;160,1;134,1;82,2;120,8;128,7;26,2
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1971;48,1;51,4;97,7;155;178,3;146,7;226,6;148,2;117,8;105,3;122;72,7
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1970;48,5;75,8;64,3;95,5;156,1;151,8;156;106,5;130,6;190,9;90,6;25,8
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1969;86,1;56;33,2;169,9;184,6;191,3;213,7;155;110;129,9;73,6;40,1
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1968;9,6;88,9;36;204,9;97,3;188,6;318,2;117,6;123,8;175,8;133,6;25,6
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1967;54;25,5;128;156,1;207,1;314,5;217,5;240,1;109,1;77,5;280,2;51,1
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1966;33;47;167,5;91,5;66;200;313,5;267,5;196,5;69,5;282,1;212,5
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1965;34;55;82;321;229,5;212;206;155;119;281,5;180,5;133
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1964;0;32,5;7,5;136;197;154,5;210,5;171,5;145,5;83,5;144,5;90
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;1963;30,5;85;38;168,5;264;184;149;200;96;94,5;126,5;41
El Cochal;3502015;944800;988600;Santafe de Bogota;R. San Juan;1969;59,3;26,7;65,2;179,2;145,7;145,9;131,8;133,8;109,9;198,5;82,6;38,9
El Cochal;3502015;944800;988600;Santafe de Bogota;R. San Juan;1968;24,6;42,3;44,4;202,8;121,5;131,2;218,7;137,3;119,9;129,4;131,7;37,9
El Cochal;3502015;944800;988600;Santafe de Bogota;R. San Juan;1967;91,4;18,2;61,4;178;204,6;226,9;235,9;104;98,8;89,6;92,9;53,1
El Cochal;3502015;944800;988600;Santafe de Bogota;R. San Juan;1966;37,8;31,3;110,7;67,9;76,1;140,3;130,3;162,5;48,3;100,7;137,8;105,3
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1988;9;25,5;6,5;74,4;51,6;41;27,5;15;11,9;0;0;0
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1987;8;12,5;9;52;57;8,5;52,5;23,5;55;84;56;7
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1986;19,2;109,3;7,5;59;85;67,5;6;10;57,5;217,5;99;2
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1985;0;0;29,1;30;66,8;15,2;14,6;51,4;78,4;10,7;28,9;15,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1984;41,9;48,9;36,4;59,4;105,5;75,2;22,8;54,6;53;0;0;23
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1983;5,1;46,8;63,5;129,2;50,8;39,4;44,3;45,3;32,8;89,5;79,8;40,9
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1982;40,9;29,9;72,2;129,7;36,8;13,5;26;19;14,6;76,5;80,4;28,1
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1981;25;14;23;143;89,5;38,5;9,5;30;41;119,5;108,5;13
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1980;22;22;0;53,5;27,5;103;59;53,5;34;53,5;73,5;23,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1979;3;7;49,5;89;61,5;57,5;27,5;53;53;47,5;122,5;180
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1978;0;12;20;155,5;92,5;65;25,5;10;50;66;12,5;9
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1977;0;11;40,5;45;7;6,5;46,5;59;57,5;99;92;35,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1976;15;45;60,5;59;116,5;41,5;4;29,5;51;75,5;32,5;23,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1975;6;50;80,5;45;109,5;41,5;36;67,5;53;59;67,5;98
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1974;33;56;26;86;56,5;35,5;9;10;68;62;92,5;19
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1973;0;0;57;32;69,5;72,5;64;101;120,5;113;55,5;90,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1972;50;55;72;141;155;43;6;7;6;87;144;10
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1971;116;35;170;104,5;83;44,5;51;56,5;63;120;125;56
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1970;28;27,5;6,5;36;78;63;59;30;66;30,5;32,5;0
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1969;66;21,4;28,5;115,8;37,7;55,7;18,6;46;57;131,9;45,9;33,6
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1968;0;46,5;52;56;20;57,5;5;0;80;14;48,5;0
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1967;19,5;22,1;40,5;54,2;107,5;104,5;47,8;23,3;15,3;90;93,8;49,3
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1966;0;27,5;42,5;47;48,5;53,9;32;16;40;82,5;39;18
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1965;0;0;0;0;73,5;0;9,5;15;9,5;11;166,5;12,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1964;0;0;25;53,4;59;87,5;34,5;38,9;0;43;23;1,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1963;15;34,5;19,5;43;67,5;83,5;28;38,5;37,5;43;117,5;0
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1962;20,5;6;62,5;54;76;45;23,5;30,9;30,5;35,5;59,3;0
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1961;11,5;5;57,5;55;7;44;30,5;9;20,5;127,5;110;0
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1960;4;20;60,5;71,1;66;25,5;35;25;24,5;63;44;67,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1959;10;12;24;108;71,5;75;69,5;35;19,5;45,5;40,5;30,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1958;11,5;30;51,5;66;24,5;18;8;54;24;61;80;16,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1957;4;5;32;33,5;111,5;18;20,5;11;53;76,5;45;0
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1956;9;55;40;80,5;64,5;67,5;23;28,7;90;201,5;49;28
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1955;27;16,5;76,5;70,5;47,2;62;73,4;11;95,2;148,5;71,5;81
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1954;23,5;16,5;29;97;52,5;72;37;57,5;42;100,5;77;41,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1953;18,5;25,5;20,5;105;95,5;65,5;18,5;7;92,5;104;104;19,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1952;10,5;13;29;123;95,5;43,5;60,5;15,5;74;35,5;135,5;62
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1951;25;34;67,5;109,5;38;24,5;17;17,5;14,5;72;71,5;27,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1950;0;0;0;0;0;30,4;40;51,5;50;72,5;67;42,5
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1944;11;12;44;48;93;0;0;0;0;0;0;0
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1943;28;12;47;102;48;52;17;64;15;103;42;97
La Lumbre;2120525;1003730;987701;Santafe de Bogota;R. Tunjuelo;1942;22;49;38;63;55;23;8;20;11;117;88;64
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;2012;18,8;23,1;126,2;139;22,5;48,6;49,2;51,8;25,7;101,9;52,6;65,6
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;2012;204,8;68,8;133,1;242,1;82,8;85,8;116,9;68,5;43,6;171,6;110;101,7
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogota;R. Bogota;2013;23,4;118,8;52,1;96,7;139,6;18,6;26,5;69,1;35;51,1;116,1;53,8
Dogna Juana;2120630;992300;993700;Santafe de Bogota;R. Tunjuelo;2013;2,4;34,3;64,2;93;120,8;39,7;77,5;41,9;39,2;42,8;103,8;26,5
Edificio CAR;2120058;1000000;1000000;Santafe de Bogota;Bogota;2013;11,9;140,8;76,8;164,9;114,9;27,6;43,6;38,8;37,3;69,6;132;63,9
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;2013;24;108,4;57,3;126,7;174,7;83,9;196,5;87,4;45,3;73,8;102,5;65,4
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;2013;13,2;165;78,2;147,7;133,8;20,3;46,4;53,2;20,2;107,8;205,9;75,5
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogota;R. Bogota;2014;74,9;89,2;74,8;29,6;49,3;44,6;39,5;24,5;44,9;103,2;104,8;99,1
Dogna Juana;2120630;992300;993700;Santafe de Bogota;R. Tunjuelo;2014;10,3;23,6;28,1;58,3;64,5;97,7;81,1;31;28,6;56;90,8;35,6
Edificio CAR;2120058;1000000;1000000;Santafe de Bogota;Bogota;2014;45,5;54,1;95,4;37,4;64,4;25,8;35,2;13;32,4;103,1;93,7;156,7
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;2014;24,7;17,8;109;131;128,5;288,5;219,1;114,5;63,1;83,7;158,2;58,5
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;2014;101,2;62,2;115,1;39,6;53,9;48,2;31,6;31,7;83,3;76,5;135,5;102,9
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogota;R. Bogota;2015;53,7;32;70,7;53,8;17,3;49,7;52,8;30,8;36,7;14,6;153,7;2
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1999;34,7;111;53,6;61,4;40,1;58,4;23,7;43,5;81,9;30;51,4;22,8
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1998;0;16,6;35,8;28,7;39,9;33,8;38,4;50,9;30,5;42,1;69;72,5
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1997;85,5;20,7;35,4;23,8;35,8;58,8;81,7;33,9;4,5;43;74,7;3,2
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1996;20;36,6;37;72,2;26,6;16,8;42,5;35,5;15,1;61,2;66,4;26,6
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1995;2,3;0;0;53,1;22,7;36,6;1,6;41,4;37,2;72,5;49,4;27,1
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1994;36,6;15;47;49,6;62,7;15,1;15,8;37,8;21,4;109,5;103,2;0
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1993;40,8;13,6;81,7;98,7;57;38,3;33,6;23,3;25,5;24,3;127,4;30,5
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1992;4,4;10,5;6,9;16;5,7;15,6;20,6;12,1;47,5;9,2;44,6;29,6
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1991;12,5;12,4;51,4;86,8;46,5;30,1;50,3;42,2;0;0;39,5;19,2
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1990;17,9;42,8;74,2;70,8;72,1;32,2;26,6;46,2;27,3;122,3;41,8;72
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1989;0,7;61,1;118,9;14,4;91,6;52,6;30,7;16,3;56;0;0;0
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1988;21,2;35,9;28,1;88,3;27,2;49,1;42,3;20;0,2;5,7;33,6;3,9
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1987;22,2;28,8;27,7;127;132,1;19,8;64,1;38,7;34,5;127,1;40,1;23,1
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1986;9,5;76,9;49,9;87,4;94;80,3;62,6;62,6;52,4;178,8;106,3;11,2
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1985;29,5;2,7;36,8;29,1;106,7;31,4;43;37,9;64,5;101;47,8;48,8
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1982;62,6;44,7;55,9;154,1;32,2;21,4;34,3;29,6;20,9;81,6;59,7;19,2
La Picota;2120156;995500;994600;Santafe de Bogota;R. Tunjuelo;1981;2,2;9,1;46,5;101,5;131;55;14,4;38,4;47,3;84,1;140,4;47,9
Los Puentes;3502017;955250;987800;Santafe de Bogota;R. Nevado;1969;88;67;118;168;284;227;230;204;137;195;147;116
Los Puentes;3502017;955250;987800;Santafe de Bogota;R. Nevado;1968;118;119;152;239;151;220;173;113;143;200;202;62
Los Puentes;3502017;955250;987800;Santafe de Bogota;R. Nevado;1967;65;0;15;111;115;162;208;168;108;125;249;104
Los Puentes;3502017;955250;987800;Santafe de Bogota;R. Nevado;1966;63;44;190;38;57;110;105;95;72;35;33;50
Sta Rosa;3502019;960000;987700;Santafe de Bogota;R. Blanco;1969;85;44;20,5;56;76;85;59,7;38;14;39,4;15,5;4
Sta Rosa;3502019;960000;987700;Santafe de Bogota;R. Blanco;1968;5;57;19;118;93;192;493;123;120;123;117;42
Sta Rosa;3502019;960000;987700;Santafe de Bogota;R. Blanco;1966;68,7;44,7;295;76,5;64,5;42;83;52;37;29;25;45
Sta Rosa;3502019;960000;987700;Santafe de Bogota;R. Blanco;1965;222;71;150,5;828,5;823,5;443;390;173;95;111;188;43
Sta Rosa;3502019;960000;987700;Santafe de Bogota;R. Blanco;1963;92,5;189;77;227,5;243;297;195;263;141;100,2;0;43,5
Sta Rosa;3502019;960000;987700;Santafe de Bogota;R. Blanco;1962;143;161,5;231;171,5;283,2;269,5;208,6;173;168;148;176,5;93,5
Sta Rosa;3502019;960000;987700;Santafe de Bogota;R. Blanco;1961;32,7;38,5;110;202,5;156;292;291;459,5;395,5;252;357;125,5
Dogna Juana;2120630;992300;993700;Santafe de Bogota;R. Tunjuelo;2015;19,2;39,9;62,7;27,1;38,8;137,6;65,6;43,4;35,5;21,1;22,2;4,2
Edificio CAR;2120058;1000000;1000000;Santafe de Bogota;Bogota;2015;15,2;43,8;105,4;79,8;29,2;49,5;31;20,4;36,1;57,8;28,2;1,8
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;2015;21,6;77,8;86,9;93,9;102,3;255,8;170,3;104,7;81,4;44,2;83,5;37,3
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;2015;66,3;76,5;50,7;37,7;61;97,4;68,3;52;32,9;21,3;31,8;4,9
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogota;R. Bogota;2016;21,8;19,1;117,3;100,6;144,6;45,5;38,2;68;70,5;79,5;134,7;30,9
Dogna Juana;2120630;992300;993700;Santafe de Bogota;R. Tunjuelo;2016;3,9;18,5;60;74,7;96;37,9;54,2;66;49,4;53,3;103,5;24,4
Edificio CAR;2120058;1000000;1000000;Santafe de Bogota;Bogota;2016;1,9;35,7;85,8;71,2;55,2;25,3;29,3;58;68,8;59;200,5;87
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;2016;5,8;34,9;51,3;142;178;139,9;161,6;184,2;128;89;123,6;80,4
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;2016;1,8;31,8;165,2;90,9;77,4;30,1;71,6;75,5;73,6;91,8;154,2;64,8
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogota;R. Bogota;2017;34,8;45,4;188,1;99,5;123,8;57,9;23;67,3;50;77,1;157,8;101
Dogna Juana;2120630;992300;993700;Santafe de Bogota;R. Tunjuelo;2017;18,1;50,5;146,8;48,3;107,2;120,7;53,2;74,6;25;50,8;73,8;43,2
Edificio CAR;2120058;1000000;1000000;Santafe de Bogota;Bogota;2017;81,5;102,4;197,4;97,7;144,6;88,8;22;63,6;28,1;68,8;0,1;0
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;2017;119,1;57,8;210,7;66,6;170,8;189,5;190;132,8;52,2;140,4;92,7;102,5
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;2017;47,2;33,4;205;75,6;58,6;38,7;12,1;61,8;30,7;56,9;187;51,6
Apto Guaymaral;2120559;1023950;1001550;Santafe de Bogota;R. Bogota;2018;52,9;45,8;57,9;0;0;0;0;0;0;0;0;0
Dogna Juana;2120630;992300;993700;Santafe de Bogota;R. Tunjuelo;2018;19,5;16,2;58;102,5;0;0;0;0;0;0;0;0
Edificio CAR;2120058;1000000;1000000;Santafe de Bogota;Bogota;2018;29,5;64;37,9;55,6;0;0;0;0;0;0;0;0
El Bosque;2120085;986200;995560;Santafe de Bogota;R. Tunjuelo;2018;50,8;19,3;99,1;193,1;0;0;0;0;0;0;0;0
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;2018;88,2;83;137,4;87,8;144;88,6;93,9;74;43;35,4;139;5,7
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;2019;9,6;102,8;102,8;244,6;0;0;0;0;0;0;0;0
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1999;70,7;76,7;136,9;116;89,9;130;18,1;40,2;128,2;128,6;85,3;29,7
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1998;23,8;20,4;95,4;55,7;125,3;59,8;306;44;315,1;116,7;122,1;84,7
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1997;215,6;58;49,5;50,4;61,8;67,1;44,4;27,5;38,6;74,2;50;21
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1996;39,7;92,9;179,3;119,1;85,5;37,8;52;40,4;36,1;112;53,2;49
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1995;26,3;81,9;153,2;150,5;40,7;41,2;52,7;84,4;7,8;34,3;35;66,6
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1994;113,7;100,9;70,4;52,6;89;63,9;47;32,7;16,4;81,6;93,6;15,6
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1993;110,6;38,3;55,8;104,6;145,2;48,3;74,5;30;49,7;53;112,7;3
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1992;31,2;36;48,5;83,4;50,7;28,6;43,6;33,5;101,7;32,6;131,2;173,7
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1991;93,4;26,5;105,3;54,5;70,6;29,7;106,5;40,4;49,6;51,8;151,7;165
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1990;102,4;53,5;52;128;141;60,6;78,9;37,8;44,1;131,2;133;88,6
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1989;28,4;41,9;176,1;22;71;38,1;77,8;24;76,9;73,7;147,1;65,5
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1988;35,8;59,2;83,7;263,5;34,4;96,3;100,7;72;117,1;212;187,6;76,1
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1986;24;157;168;106;184;132;74;82;59;87;198;84,4
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1985;43;9;27;50;104;54;84;50;134;113;56;83
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1984;83;84;38;46;94;69;64;79;77;87;98;44
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1983;40;68;125;158;66;70;92;83;37;90;39;102
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1982;99;59;129;227,1;29;35;48;29;37;69;58;45
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1981;21;79,5;57;243;377,5;118,5;67;136;140;179,5;275;127
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1980;59;256;69;157,5;82;223;16;160,5;110,5;113,5;110,5;196,5
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1979;18;4;37;86;89,5;72,8;41;57,5;82;189;95,5;44
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1978;11;41;199;210;221;170;51,5;67,5;178;174;90;59,5
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1977;23,5;56;145,5;185,5;151,5;113,5;103,5;91,5;162;97;362;93,5
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1976;52,5;130,5;199;321,2;206,5;108,5;88,5;33,5;131;349;218,5;54,5
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1975;7,5;195;115,5;190;166,5;128;102,5;110,5;196,5;169;185;197
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1974;91,2;148;155;147,5;220;51;69;65,5;148,5;167,5;229,5;50
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1973;90,5;0,5;134,5;128;139,5;87;103;101,5;210,5;135,5;176;280,5
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1972;174,5;114,5;191,5;330,5;168;154;114;61;43,5;146;213;43
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1971;83,5;103,5;189,5;265;199,5;93;91,5;104,5;107,5;238;181,5;141,5
Torca;2120077;1021800;1005320;Santafe de Bogota;R. Bogota;1970;34;177;37;68;150;87;83;57,5;182;296;241;70
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1994;75,6;90,2;118;94,7;0;70,8;57,2;25,7;24,7;46,5;0;0
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1993;124,1;127,5;64;104,2;142,8;44,6;68,4;23;38,9;97,1;197,7;31,6
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1992;66,9;38,8;125,2;120,9;35,8;8,2;37,2;34,6;42;29,3;295,2;52,8
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1991;0;0;0;0;0;0;0;61,3;41,9;28,5;164,5;124,3
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1990;195,5;72;125;124;144;35;34;41;27;119;183;0
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1989;30;124;238;129;82;76;82;25;46,5;0;100;84,5
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1988;115;98;51;59;74;51;30;85;91;188;190;111
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1987;25;60;91;100;154;14;81;53;41;260;130;27
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1986;114;109;54;130;88;90;32;44;32;144;165;26
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1985;91;0;67;75;165;45;67;62;120;241;127;53
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1984;160;72;82;88;30;93;20;75;52;60;120;45
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1983;50;178;190;299;77;39;55;30,1;23;80;8;75
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1982;75;92;195;294;48;20;52;39;37;150;118;312
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1981;30;110;103;250;224;79;147;103;71;128;289;70
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1980;64;413;98;330;220;386;156;274;149;96;71;193
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1979;3;4;99;247;162;144;86;174;163;378;437;75
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1978;17;65;91;141;101;69;57;49;65;97;87;62
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1977;0;15,2;70,8;113,1;93,1;30,4;3,9;24,9;26,9;13,3;124;184
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1976;31,7;69,1;144,2;141;80,3;52;39,1;12,7;79,6;254;94,9;71,2
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1975;2;124,4;71;80,2;78,7;46,3;47,1;67,8;55,3;88,8;93,8;131,4
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1974;36,8;129,3;119,3;45,7;129,1;20,9;27,3;24,8;56,8;83,9;146,3;35,7
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1973;7,1;18,9;45,3;58,6;45;50,8;49,4;66,6;116,6;150,1;100,4;204,1
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1972;127,7;83;64,4;202,4;14,8;75,1;42,5;35,6;27,2;95,5;191,4;18,5
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1971;60,5;101,5;123,5;169;171,5;58,7;46,4;71,2;76;111,6;78,7;73
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1970;83,5;125,7;54,8;38;76,7;71,7;67;38,6;79,1;224,5;196,2;3,5
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1969;128,2;57,5;15;166,8;119,9;50;22,5;71,9;45,1;293,2;124,7;56,5
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1968;9;71,7;35,1;142,9;74,5;96,8;62;32,6;55;157;171,4;54
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1967;33;36,7;99,5;116,4;86,2;110,5;85;34;55,5;54;234,2;59,7
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1966;2,7;43;104,8;38,1;52,7;132,5;39,9;76,5;26,6;105,4;344,3;199,1
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1965;8,1;22,3;28,3;207,8;121;26,7;57;36,9;16,1;195,3;157,9;32,1
